-1.3679,0.54354,-1.0506,-0.24924,1.4531,-0.53232,0.60704,0.686,-0.24031,-0.35223,-0.14753,0.072453,-0.23201,0.14896,0.12613,-0.043549,0.17386,-0.02885,0.15119,0.2505,-0.088094,0.12007,0.13307,-0.036909,0.043602,0.0016254,0.1895,-0.054385,0.036694,-0.089077,0.34751,0.24129,-0.14755,0.26998,0.16204,0.16234,-0.058396,0.13924,0.064983,0.10249,-0.10591,-0.38949,-0.1169,0.070773,0.091081,0.035185,-0.22763,-0.14067,-0.010381,0.032616,-0.019665,0.072101,-0.044632,0.015522,0.026689,-0.049892,-0.019941,-0.042179,-0.029602,-0.010814,-0.005605,-0.028348,-0.019429,0.067996,0.034431,-0.020812,0.0075535,-0.0081173,0.0017627,-0.034959,0.0072539,-0.025235,-0.025533,0.015762,0.0084196,-0.020656,0.012649,-0.0094253,-0.0019765,-0.017263,0.00982,-0.0015417,0.0050935,-0.0065725,-0.0030426,0.0066443,0.0083069,-0.0014888,0.0028845,0.0030207,-0.0042162,-0.005022,0.0049162,0.005351,0.00056905,-0.0021487,0.00199,-0.003209,-0.0031803
-0.23507,-0.59996,-0.49326,0.0029153,-0.24731,0.53298,0.42915,-0.20801,0.074537,0.07863,0.080241,-0.028861,-0.23735,-0.1804,-0.066296,0.074807,0.10148,-0.15487,0.038718,-0.35171,0.11448,-0.033126,0.13748,-0.10183,0.0020876,0.11406,0.015511,-0.37657,0.043737,-0.2419,-0.36822,0.15143,0.026394,0.10012,-0.17802,-0.0015393,0.078163,-0.24777,0.25495,0.11468,0.13658,-0.11058,-0.03957,0.16373,0.061665,-0.099163,-0.13079,0.085695,0.18296,-0.20254,-0.11773,0.022272,0.033732,0.010611,-0.043023,-0.1752,0.077963,-0.12539,0.10781,-0.0035082,0.0092498,-0.066241,-0.023735,-0.0095142,0.018285,-0.0028997,0.059886,0.0012539,-0.072505,-0.098699,0.0078512,0.067247,0.058771,-0.048281,-0.053103,0.022332,-0.011721,0.026478,0.0095251,0.0061344,-0.0089242,-0.032807,0.005326,-0.03722,0.011797,0.0023693,-0.014188,0.011523,0.0032969,-0.0056992,0.032191,0.0034563,-0.017399,-0.0052891,0.014315,0.0060764,-0.0074072,-0.0038702,0.0031267
-1.0614,0.56056,-0.13439,-0.35604,0.4118,-0.049843,-0.38217,0.11832,-0.38651,0.40115,-0.13964,0.11964,-0.12867,-0.18799,-0.24596,-0.020685,0.001852,-0.073916,0.019371,-0.15572,0.25133,-0.19115,0.26155,-0.012708,-0.060255,0.10338,-0.10244,0.060227,0.10754,0.024751,0.01203,0.012042,-0.16122,0.13236,0.12135,0.14149,-0.0056704,0.040612,0.12182,-0.12927,0.12747,0.012862,0.071436,-0.16634,-0.036328,-0.20109,0.033884,-0.019615,-0.016355,-0.06417,-0.042458,-0.018657,-0.094288,-0.028412,0.015157,0.064695,0.034946,0.079611,0.043768,-0.063137,0.097291,-0.013765,0.12776,-0.10448,0.017149,0.099245,0.10184,0.11865,0.0081212,0.10473,-0.066952,0.0085887,0.043984,0.11354,-0.093744,0.1253,0.052209,0.0092188,-0.0017611,0.0039039,-0.027332,0.003152,0.01343,0.11884,-0.054747,-0.0054562,-0.045753,0.068084,-0.025961,-0.023055,0.016139,-0.0079109,-0.01178,-0.010016,-0.013359,-0.024769,-0.0060257,-0.0011974,-0.0088597
-0.49444,0.0093583,0.43232,0.38101,0.3089,0.93285,-0.515,0.10276,0.085975,-0.51764,0.15549,-0.060715,-0.07165,-0.0011353,0.16594,-0.038129,-0.11955,-0.041792,-0.15559,0.031027,-0.048434,0.0086443,0.034686,-0.12545,-0.11734,-0.14665,0.020447,0.048863,-0.061779,-0.082885,0.063341,-0.035802,-0.0037186,0.028795,0.069696,-0.018249,-0.045668,0.012797,0.022892,-0.01304,0.0093707,-0.024562,-0.064573,0.002678,-0.012359,0.021982,0.058276,0.076136,0.010894,-0.023842,-0.0052777,0.019388,0.0047789,0.022131,0.034413,-0.040005,-0.034801,0.018066,0.039046,0.057197,-0.028292,-0.0033017,0.060988,0.041329,0.057078,0.050715,-0.023396,-0.04706,-0.031942,0.046615,-0.0092509,-0.01164,0.018262,-0.014021,0.079093,-0.030969,-0.03319,-0.0060762,-0.0089087,0.062935,0.02298,0.0094386,0.018568,0.077977,-0.022982,-0.056658,-0.084648,-0.027056,0.047611,0.021879,0.0099769,-0.0082379,-0.13706,0.0010924,0.0028012,0.11738,-0.068739,-0.053978,-0.079673
0.94893,0.8032,0.094161,0.12708,-0.36745,0.18237,0.21449,0.071867,-0.242,-0.069464,-0.31458,0.14296,0.12435,-0.055095,-0.10099,-0.02206,0.24256,0.23859,0.094548,0.057923,0.033509,0.026328,-0.16876,-0.05581,0.0029842,-0.05361,0.28305,0.24955,0.10407,-0.10457,-0.10388,0.12884,0.012499,0.17901,0.10163,-0.044512,0.10517,-0.078684,-0.039502,-0.099166,0.093197,-0.094603,0.10016,0.14552,-0.071192,0.074096,0.10934,0.094751,-0.21386,-0.12095,0.13332,-0.13452,0.028,-0.092533,0.33484,-0.051338,0.029081,-0.19539,-0.06926,-0.02031,0.10792,-0.017885,-0.069747,-0.15572,0.11857,0.0086377,-0.0012075,-0.04106,0.019963,0.013516,-0.015221,0.011588,-0.011855,0.018408,0.035043,-0.03697,-0.020649,0.040532,0.037535,-0.033348,0.020185,-0.0329,0.02705,0.021987,-0.024454,0.040757,-0.01177,-0.011068,-0.0029875,0.0059271,0.0039074,0.0019684,0.0043619,-0.014862,-0.0061848,-0.0019937,-0.0010503,0.0067036,-0.0030603
0.28749,0.83078,0.40776,0.95318,-0.40676,0.14933,0.48945,0.38945,-0.33317,0.37435,0.09761,0.026469,-0.23529,0.11562,-0.036962,-0.14528,0.24944,-0.13998,-0.18061,0.031472,0.092597,0.28406,0.36208,0.13716,-0.26246,-0.00227,-0.054259,0.095226,-0.10011,0.0096448,-0.13609,-0.023399,-0.035691,-0.018779,-0.022553,-0.0075927,0.098453,0.0079513,0.054748,0.0083165,-0.1511,-0.015261,-0.00066959,0.075997,-0.013356,-0.034679,-0.019308,0.026867,0.056555,0.083838,0.087073,-0.023539,-0.015284,0.065682,-0.017597,0.056133,0.026571,0.098594,0.02832,0.050671,0.041998,0.035545,-0.0084626,-0.0060242,0.073529,-0.0014961,-0.049316,0.014707,-0.016626,0.045903,0.022755,-0.0053144,0.0065391,0.052208,0.010667,0.0015835,-0.059784,0.068246,-0.0065241,-0.063457,0.012134,-0.04627,0.045903,-0.04794,0.058857,-0.035378,-0.012379,0.054476,-0.036084,0.077709,-0.0090352,-0.10186,-0.0060073,0.1634,-0.011098,0.010165,-0.010227,0.0099728,0.016268
-0.2034,-0.74323,-0.59268,0.19401,-0.42997,0.074792,0.079604,-0.27327,0.15304,-0.045234,0.059641,0.17443,0.16717,-0.085648,-0.006838,-0.18657,-0.023505,-0.13492,0.089931,0.012973,-0.054783,0.0893,0.085221,-0.28979,-0.0052973,0.17213,0.022354,0.06181,0.13147,-0.1679,0.041751,-0.12724,-0.11107,-0.039544,0.024803,0.11252,0.21804,0.026791,0.15749,0.12796,0.040432,0.14554,-0.091662,-0.12155,-0.082481,-0.0099681,-0.08456,-0.0028554,-0.011376,-0.068009,0.17284,0.11142,-0.092074,-0.036036,0.0028559,0.069312,0.022904,-0.039813,-0.0093427,-0.046732,-0.1073,0.055681,-0.0042212,0.019921,0.023423,0.014451,-0.041208,-0.094969,-0.061231,0.069742,-0.057911,0.029891,-0.094525,0.073266,0.1119,0.057214,0.2322,0.03606,-0.036201,-0.02797,0.0077066,-0.0034889,0.044958,-0.10336,-0.031387,0.041937,-0.032359,-0.0566,-0.0053091,-0.0023283,-0.018999,0.0093933,-0.0015587,0.0033479,-0.022015,0.025792,0.00013913,-6.6224e-05,0.019277
0.3609,-0.068145,0.70831,0.2019,0.3708,-0.15798,0.1315,0.37835,0.53153,-0.039229,-0.25346,-0.31761,0.28877,-0.11432,-0.078899,0.12249,0.11336,0.10303,-0.061651,-0.19233,0.13056,-0.16135,-0.094816,-0.043883,0.00957,0.095461,-0.046938,0.036586,-0.095105,-0.032659,0.06867,-0.029583,-0.035725,0.076129,-0.13873,0.002087,0.026743,-0.0065328,-0.023126,-0.079222,0.022808,-0.0099634,0.028323,0.079621,-0.098722,0.0122,0.0017087,-0.12683,-0.029182,-0.0063137,0.251,-0.039842,0.048013,-0.054976,-0.12599,0.14761,0.088888,-0.11732,0.057948,0.038417,-0.081451,-0.023375,0.0094979,0.057102,0.057573,-0.051136,0.019701,0.069906,-0.090614,-0.031823,0.0084782,0.010644,-0.032248,0.050813,-0.10345,-0.068686,0.031143,-0.12467,0.023573,0.036699,0.10384,-0.0582,0.026756,-0.016406,-0.016322,-0.050358,0.07538,0.059688,0.04986,-0.073323,0.038282,-0.044303,-0.056566,-0.0020981,-0.07601,-0.012995,-0.0119,0.0074364,-0.0016793
-0.9552,1.0961,0.33475,0.041759,0.13733,-0.17544,-0.07975,-0.39462,-0.049934,0.36855,0.22318,0.44506,0.0054794,0.48734,0.13183,-0.049245,-0.14229,-0.16425,-0.17073,-0.50609,-0.0233,-0.13572,-0.031014,-0.10357,0.14734,-0.17874,-0.37292,0.21393,0.079758,-0.034225,-0.19894,0.053085,0.13385,0.092471,0.19691,0.22457,-0.012613,0.02746,-0.0059663,-0.14964,0.10131,-0.06018,-0.014515,0.1061,0.082195,-0.24164,-0.013727,-0.049766,-0.085105,0.082545,-0.059819,-0.014337,0.10525,-0.15168,-0.12034,0.14022,-0.052298,-0.066004,0.022154,0.046171,-0.0031298,-0.0096839,-0.11062,0.011704,0.0010422,-0.071813,-0.052284,-0.21835,0.043533,-0.033942,-0.00049912,-0.030807,-0.0074194,-0.014687,0.017965,-0.010998,-0.01203,0.0024509,0.00083541,-0.0016646,0.011249,0.027199,0.0048929,-0.012093,-0.016473,0.0042068,-0.0061865,0.0057184,0.0055814,-0.0060453,0.0056108,0.0027646,0.004052,-0.00088095,0.0004271,0.0054552,-0.00033732,0.003233,0.00079083
1.3552,0.84499,-0.096883,0.42182,0.085828,0.14036,-0.0089622,0.10341,-0.15488,0.026845,-0.31917,0.072052,0.10807,-0.00049371,-0.083332,0.064903,0.1372,0.24838,-0.11021,-0.21337,0.13768,0.10084,-0.374,-0.043954,0.32035,-0.22289,0.41338,0.060775,0.19816,-0.37757,0.034985,-0.24063,-0.16113,-0.072411,-0.043604,0.024059,-0.20046,0.031111,0.032044,-0.0072638,-0.10085,0.037594,0.011802,-0.14378,0.094917,-0.012434,0.088146,-0.003665,0.050456,-0.09999,-0.19291,0.1414,-0.065093,-0.04605,-0.1198,0.036932,-0.011844,-0.083676,-0.069038,0.05673,0.02417,-0.019811,-0.04208,-0.0051773,0.057623,-0.038303,0.03098,0.024785,0.0093115,0.01386,0.080089,-0.078428,-0.02315,0.058946,-0.034884,0.084842,-0.0081143,-0.0043394,-0.020206,0.035203,-0.038058,0.050239,0.049653,-0.036701,0.10934,-0.070071,-0.020818,-0.0071662,-0.0054725,0.021009,-0.016873,-0.009056,-0.0097307,-0.0078521,-0.015338,0.0060009,0.0076532,0.007961,0.0073161
0.052111,-0.52521,-0.5851,-0.14707,-0.58328,-0.10295,0.14145,-0.36885,-0.21064,-0.30795,-0.12324,0.13188,0.34021,0.032876,0.22253,-0.32579,0.088954,0.043723,-0.067686,-0.09151,-0.14036,0.11109,0.098389,-0.12605,-0.29452,0.26235,-0.13866,0.067744,0.36248,-0.35203,0.042695,0.048722,-0.13773,-0.18357,0.13352,0.1062,0.22417,0.066758,-0.0053542,0.040934,0.097185,-0.04302,-0.09421,-0.0089723,-0.086636,0.10083,0.13987,-0.032051,-0.1064,-0.041532,0.013842,-0.12578,-0.016069,0.045022,0.010641,-0.044474,-0.13414,0.047702,-0.015034,0.031769,-0.020584,-0.058302,-0.087112,0.18506,-0.049807,0.0206,-0.0022168,0.017978,-0.0028108,0.040181,-0.045067,0.0067682,-0.015556,-0.032753,-0.1217,0.051187,-0.12568,-0.02116,-0.026475,0.018214,-0.02863,0.016954,-0.028466,0.023107,0.006414,-0.079978,0.070144,0.0080573,-0.042,-0.01644,0.021021,0.003084,-0.0068899,0.0061023,0.018078,-0.01314,0.0059873,0.0041202,-0.012121
0.45391,-0.15321,0.71218,0.3166,0.54378,-0.36687,0.26522,0.39256,0.51798,0.1375,0.039571,-0.32451,0.36287,-0.26731,-0.09441,-0.097749,-0.020016,-0.092195,-0.23812,-0.17609,0.16677,-0.061118,0.040678,-0.1467,0.066108,-0.019438,-0.037126,-0.21958,0.059365,-0.011937,0.036538,-0.018501,-0.053185,0.073818,-0.058646,0.1337,0.016459,0.029292,0.012149,-0.12365,0.039761,-0.08331,-0.037434,-0.060883,-0.083521,0.046158,0.054166,0.051238,-0.068537,0.05202,0.039922,-0.011568,0.089525,0.038474,0.066726,0.033726,0.0077267,0.02875,-0.010156,0.072598,-0.17368,-0.18466,0.074668,-0.02101,0.015226,-0.028151,-0.0041799,0.047712,0.052117,0.081121,0.051786,0.035924,-0.033507,-0.057372,-0.023067,-0.0232,-0.04892,0.080117,0.014028,0.04054,-0.092492,0.09413,-0.0082773,-0.088439,-0.034215,0.095235,-0.062925,0.080435,0.018501,0.06757,-0.014274,0.088409,0.03046,0.025517,0.028861,0.013244,-0.01124,0.00025269,-0.00020444
-0.58244,-0.16698,0.28677,0.29394,0.23362,0.97518,-0.3851,0.061799,-0.14236,-0.45926,-0.10089,-0.14582,-0.15973,0.0033087,0.17413,0.087883,-0.12694,-0.038595,-0.25894,-0.023926,-0.056468,-0.078365,-0.087382,0.004369,0.02343,-0.045552,-0.14613,0.052963,-0.096714,-0.052576,0.076357,0.02468,0.011896,-0.039117,0.01494,-0.012635,-0.0060747,-0.046065,-0.011271,0.022766,-0.10146,-0.065349,0.019717,-0.14035,0.013933,0.085552,0.0077938,0.1362,0.036159,0.0377,-0.07211,-0.12774,0.047876,-0.017914,-0.019673,-0.027883,-0.053723,-0.11611,0.11877,-0.1158,-0.1094,0.080516,0.0234,0.059971,0.22839,0.013937,0.080737,-0.042989,0.039273,0.12281,0.058624,0.0090236,0.032782,-0.051011,0.077134,0.078928,0.038496,0.011588,0.013875,0.016121,0.045723,-0.040583,-0.020395,-0.021051,0.011154,-0.0022505,0.072378,0.074472,-0.017421,-0.031641,-3.1605e-05,-6.381e-05,0.1028,0.012089,0.0086708,-0.067742,0.022051,-0.010174,-0.03024
-0.84951,1.2412,0.36705,-0.14125,-0.4537,-0.71517,-0.050501,-0.35202,0.63739,-0.59987,0.2479,-0.54535,-0.23032,-0.68163,-0.10671,0.2957,-0.23382,0.34171,0.4101,0.17948,-0.12886,0.24212,0.043657,0.19176,-0.2411,-0.27445,-0.124,0.28665,0.21322,-0.12788,-0.22967,-0.19498,-0.0025815,0.063489,0.10965,0.25062,-0.10521,-0.098081,-0.010165,0.089937,-0.18113,-0.089515,0.049183,0.052268,-0.060637,-0.12029,0.09221,-0.029839,0.095423,-0.058982,0.059338,0.062235,0.021068,0.053956,0.012078,-0.016365,-0.0022476,-0.0077414,0.077595,-0.046039,-0.057465,0.037174,-0.036634,-0.023474,-0.020192,0.017409,-0.052334,0.039474,0.035316,-0.034532,0.016481,0.0043995,-0.017051,-0.023634,0.017374,0.01207,-0.0029457,0.008492,-0.016241,0.0035704,0.00010167,0.022451,-0.024325,0.00035521,-0.013309,-0.0099305,-0.01014,0.033029,-0.011772,-0.02793,-0.020557,0.0043461,0.0045086,-0.0014473,0.0035425,-0.010515,-0.00594,-0.001936,0.0087477
