-0.031023,0.03675,-0.048603,0.069334,-0.011804,0.021072,0.01449,0.050652,-0.02793
-0.00078047,-0.0033804,-0.0013226,0.0041683,-0.018647,-0.021262,0.012397,-0.014679,-0.018881
-0.016522,0.21101,0.22235,-0.11289,-0.01196,0.028169,-0.089388,-0.088331,0.16131
0.091638,0.058539,0.076815,0.047626,0.029078,-0.034121,0.04158,0.055966,0.025407
-0.0014823,-0.0036059,0.0035581,-0.0026301,0.014845,0.00034491,0.010258,-0.011927,0.005784
-0.044808,0.0087996,-0.083666,0.013408,0.0042073,0.01241,0.086216,-0.027696,-0.014914
-0.0071092,-0.00049869,0.016903,0.021069,0.0040481,0.0048437,0.010615,0.0023295,0.0042145
-0.015655,0.0056461,0.032848,-0.014069,-0.03131,0.0052993,0.0055379,0.014381,-0.018837
0.004996,0.0020453,0.0036574,0.015243,0.013293,0.0099361,-0.0054902,-0.0056247,-0.003718
-0.023264,-0.018329,0.014139,0.024708,-0.020634,-0.00099667,-0.014285,-0.017741,-0.0034028
0.011929,-0.027199,-0.0088435,-0.00050752,-0.032261,-0.018853,0.0070496,-0.018885,-0.012875
-0.006133,-0.0097538,0.0040327,0.010059,-0.0048318,-0.0016345,-0.0031981,0.0018115,0.0024712
0.0032457,0.0029628,-0.0022413,-0.0038702,0.0052788,-0.015595,0.0026896,-0.013043,-0.010825
-0.012638,-0.019329,0.0060773,0.026791,-0.0098633,-0.012958,-0.0090218,-0.0017742,0.036312
0.0040646,0.0024747,0.00072147,0.00023109,0.0055194,0.0022922,-0.0064854,-0.0023165,-0.0016876
-0.0042171,0.00356,0.0069253,0.0037957,-0.0019767,0.0039313,-0.0091091,-0.003009,0.0008761
-0.016417,-0.0087524,0.02572,0.0060308,-0.0096593,-0.0076221,-0.012899,-0.043261,-0.035215
0.067889,0.063566,-0.054727,-0.0022593,-0.059821,-0.0027324,-0.013919,0.0099105,0.0075307
0.0067956,-0.0068704,-0.0043743,0.0094629,0.015816,-0.0091017,0.0048316,0.0013178,-0.008146
-0.01542,-0.010056,0.00024404,-0.0060461,0.015762,0.0039558,0.019498,-0.0041395,-0.0069081
0.015749,-0.0042891,0.0099829,-0.0023168,0.003323,-0.0030282,-0.0070044,-0.018817,-0.02188
0.0013986,-0.0048366,0.0028568,-0.01483,-0.00070213,0.012165,0.0021478,-0.0091185,-0.00030933
-0.021668,0.03254,-0.032435,0.010146,0.0014984,0.022683,-0.038649,-0.034231,0.046439
-0.00025659,-0.00029269,0.00030357,-0.00090513,0.00039311,-0.00016406,0.00015362,-0.0014909,-0.0013335
-0.011549,-0.00027933,0.017472,-2.5027e-05,0.0030101,-0.00081515,0.010502,-0.014315,-0.013181
-0.00073754,0.0070678,0.0056386,0.011357,0.0088817,0.011606,-0.0024959,-0.014288,0.0031165
-0.0087162,0.0017023,-0.0033856,0.0044164,-0.0012971,0.00045554,0.0064961,-0.001683,-0.0060575
-0.028018,0.020077,0.015598,-0.0033022,0.00099529,0.0061702,0.0074757,-0.015772,0.004948
0.016602,0.008355,0.0045907,0.011054,0.012787,-0.0098194,-0.0076407,0.00061643,-0.00010631
0.0074843,-0.031118,0.022828,0.029965,0.010881,-0.0035865,-0.00034469,0.010755,0.0010577
-0.0041785,-0.010051,0.0005538,-0.020666,0.0097291,-0.011475,0.0095695,0.021218,0.0040833
0.0004903,-0.003457,-0.00068923,-0.002802,0.0031776,-0.0074527,-0.0016476,-0.0036531,-0.0035607
-0.017591,-0.01353,0.0046172,0.033211,-0.014184,-0.0064791,-0.0059484,-0.0003981,0.050987
-0.0049534,-0.0055572,-0.0050007,-0.00075615,0.0039902,-0.0094422,-0.0053881,-0.00046673,0.015135
0.0086087,-0.023151,-0.024009,-0.029174,0.041442,-0.037733,-0.0084755,0.0089787,0.013716
0.0011816,-0.0066702,-0.0077115,-0.0033623,0.00026468,0.0022731,0.0057669,0.0043897,-0.015282
0.0019265,-0.0050875,-0.005467,0.00092891,0.01371,0.0011054,-0.0034971,0.011697,-0.013851
-0.0040494,-0.0017235,-0.0061838,-0.0016785,0.00064819,0.0058073,0.0085766,0.01121,-0.0057702
0.0014626,0.0043987,0.0036562,0.003846,0.0026375,0.0042983,0.0091978,0.0091369,-0.0010844
-0.01597,-0.010081,-0.0025124,0.02483,-0.0012647,0.0006557,0.014946,0.01442,0.0030631
-0.0052536,-0.011143,0.0046693,0.0092683,0.0015234,-0.0091213,-0.0008011,-0.0037081,0.020509
0.029834,0.013526,0.011104,0.019503,-0.019128,-0.041556,0.027952,-0.0030004,-0.0039934
0.00049389,-0.0035426,2.4624e-05,-0.0041469,0.0013752,-0.0026985,-0.0018875,-0.0011947,-0.00049347
-0.0018389,-0.0057729,-0.00060189,0.00079709,0.0038978,-0.0023903,0.023591,-0.016882,0.0071674
0.0050797,-0.0045806,0.0044378,0.017817,-0.026236,-0.027105,0.024769,-0.012414,0.015487
0.008966,-0.022799,-0.013065,-0.017619,-0.014146,0.015468,-0.0032715,0.003008,0.0097703
-0.0030321,-0.0012226,-0.0028489,-0.0087949,0.010687,-0.0073707,-0.0061436,-0.0020174,-0.010925
-0.0062668,-0.016202,-0.029794,-0.028891,0.029949,-0.038166,0.020965,0.016332,-0.0017938
-0.0033962,-0.018976,-0.008528,-0.011529,0.005047,-0.0039944,0.0013035,-0.0041168,0.0046617
-0.04073,-0.0074367,0.0081032,-0.016393,0.0031608,-0.037164,0.014487,-0.12731,-0.15605
-0.0019582,0.001323,0.0015352,0.0019562,0.0067543,0.0043767,0.012529,-0.025279,-0.015313
-0.00047668,-0.00042735,-5.2687e-05,-0.00039028,0.00096432,0.00018173,0.0010251,-0.0012173,-0.0022662
-0.003494,0.00074116,0.0036143,-0.007021,0.0022567,-0.0042633,-0.0069339,0.0085987,0.0055152
0.037268,0.0061862,0.039137,0.032696,0.021773,-0.030871,0.011069,-0.028482,-0.0035761
-0.0063949,-0.00046394,-0.0021389,0.0019768,-0.0047056,-0.00080726,-0.0057682,0.0021538,0.0014267
-0.047872,0.013462,-0.014943,0.043978,0.01753,0.01372,0.079163,0.09956,-0.025235
-0.0037703,-0.012422,9.4003e-05,0.0080588,-0.0044315,-0.0028793,-0.0041967,-0.00069686,0.0040043
0.0013463,-0.032492,0.032765,-0.015284,0.021203,0.038237,-0.034437,-0.023239,0.0049975
-0.0032717,0.0021092,0.031998,-0.0095874,0.0075974,0.038122,-0.0055669,-0.0072478,-0.0051323
